"comentario";"depressao"
"se eu for parar para contar quantas vezes eu pensei em me mata, seria uma contagem muito grande, a maioria das causas sao meus pais que deixa bem claro o motivo, fazendo com que eu entre nesse loop de depressao, mas olhando pelo lado bom e que eu saiu rapido disso, nao sei o pq mas logo quando eu entro em depressao passa logo um filme na minha cabeca, um filme a onde so passa o que aconteceria se eu morresse, o que passaria com os meus amigos, as pessoas que gosta de min e eu delas e etc. nao sei se esse 'filme' que passa na minha cabeca seja consequencia deu possuir uma criatividade alta, ou so e um estado a onde o cerebro faz isso para que saia o mais rapido possivel disso.";"s"
"estou lutando contra a depressao ja fazem a 5 meses, e e inexplicavel a dor mental que ela causa, procurei refugio na auto mutilacao para me livrar dessa dor, e tentei suicidio tres vezes, mas agora eu decidir lutar contra ela e sei que vou vencer por mais que demore. estou pensando em fazer um canal comentando sobre o assunto. obrigado vmz por abordar o assunto, escuto suas musicas a muito tempo e eu ficava escutando muito aquela lamparina acesa e ela me retratava muito  com a lamparina acesa pra que voce me veja . novamente obrigado. espero que voce leia, e sobre o canal eu to em duvida rsrs'";"s"
"vc reconhecer que tem depressao e algu mtu importante ..  porem depois de reconhecer oque fazer??! porque pedir ajuda o povo nao compreende nao leva a serio e isso acaba machucando mais se formando uma dor nova... e sozinho e quase impossivel vc melhorar deus ajuda porem e necessario ter uma mao amiga... e no meu caso com quem contar??! sem amigos *e familia nao entendi e isso causa dor ..   sem estimulo  sem sorrisos   sem desejo de nada  a perca do meu proprio ser e essa mudanca desagrada a mim mesma ... baixa auto estima. ..desejo de desligar -se de tudo e todos..  morte talvez mais pra quem tem religiao sabe que a morte nao e solucao. .. e mtu dificio. .. ja me cortei anos atraz como distracao fiz isso poucas vezes nada de cortes profundos dps disso passou... nao me mutilei mais .. mas as outras coisas comecaram a me sufocar. .  e como um poco profundo e escuro e vc desce lentamente... e terrivel.";"s"
"meu namorado agora,tem depressao....e e bem foda isso mesmo,tanto que bem no comeco ele tentou se matar de novo ,felizmente nao deu certo e acabou indo pra clinica, e toda segunda feira visitava e fazia desenho fofos ou alegres pq ele sempre sorria,agor ele esta bem  bem feliz tbm mas nao curado 100% mas eu aind faco e tudo para ele rir e ficar bem ^^";"s"
"e como no watchmen: o homem vai no psiquiatra, fala que esta se sentindo mal, deprimido. diz que a vida parece muito cruel. diz que se sente sozinho em um mundo selvagem onde o destino e vago e incerto.   o doutor diz que o tratamento e bem simples, e so ele ver o palhaco paggliacci, que todo mundo se sente bem com seu show. o homem olha para o doutor e diz: mas eu sou o paggliacci doutor.  as vezes as pessoas que mais aparentam ser felizes sao as mais tristes.";"n"
"obrigada nilce, e muito gratificante ver que vc decidiu falar sobre isso e mostrar lados mais simples de compreender. eu tenho perdido um pouco de mim a cada dia, mesmo sendo um poco de empatia e ideias, nao consigo aplicar nada a minha vida. fico muito feliz de q temos um ponto de vista parecido sobre o assunto. espero te encontrar no brasil um dia..ou quem sabe por ai se eu conseguir sobreviver ate trabalhar e conquistar outros territorios. bj ";"n"
"a gabe pascoal foi engracado porque ela e linda, so que pessoas lindas tambem tem autoestima baixa, e tambem precisam se enfrentar no espelho, se olhar e se aceitar sem no minimo um filtro. e o dado dollabela realmente nada justifica as atitudes dele, mas voces que comem carne se sentem no direito de julgar? voces comem vidas, vidas todos os dias (na maioria das vezes), o frango tem uma vida, o boi tem uma vida, eles sentem dor, medo, frio, fome!! carne de vitela por exemplo e o animal ainda bebe. a crueldade nesse mundo e inacreditavel.  fora que a poluicao devido ao gas metano soltado pelos gados e enorme, a quantia de agua que gasta, so ir pesquisar os maleficios enormes de comer carne, ate mesmo a de peixe para o planeta e para a populacao. vao se informar  o quanto uma pessoa vegetariana ou vegana faz de bem para o planeta e estou falando de numeros e fatos nao de teorias. mas ninguem que come carne tem a moral de ir se informar, porque sabe que os numeros sao chocantes. dado errou? errou sim, no passado! mas ele ta bem vivo agora, e nao ta fazendo mal para ninguem pelo contrario ta fazendo a parte dele sendo uma pessoa melhor se redimindo pelos erros do passado, poupando agua, poupando vidas, ajudando o planeta e as futuras geracoes, e parece pouco mas nao e, uma pessoa a mais no time verde, ja ajuda tanto o nosso planeta e as nossas futuras geracoes!!! vamos parar de sermos egoistas, pensar um pouco no nosso futuro, nos nossos netos, bisnetos, e todos que estao nascendo nesse planeta todos os dias, que precisam de um mundo bom para viver, seguro, com alimentos e natureza para sobreviver. estamos destruindo o nosso planeta dia apos dia tudo pelo nosso proprio ego, e ainda nos sentimos no direito de julgar os erros do proximo? ninguem aqui e perfeito, existem muitas pessoas precisando de ajuda nesse mundao, existem tantas boas atitudes que podemos exercer nesse mundo, para os humanos, para os animais, para a natureza em geral, coisas infinitamente melhores do que julgar o passado do outro!";"n"
"poxa, eu nao falo muito sobre essas coisas, mas, ja sofri de depressao muitas vezes o longo de meus 20 anos... venho de uma familia desestruturada, mae de 3 filhos solteira, infancia dificil e tals... e dificil aceitar! e acho que nesse momento estou passando por mais uma crise depressiva, so que eu nunca falei pra ninguem, sou muito fechado e odeio falar de coisas tristes. tento esconder isso, sou tipo o jim, vcs dao risada facil comigo, enfim, hoje meu melhor migo e minha namorada kkkkk, mas e isso, quem e jovem espero que nunca passem por isso.";"s"
"eu sofro de depressao desde os 7 anos. hoje eu tenho 16... ja tentei suicidio muitas vezes e sempre sou levada ao hospital... mann e muito ruim ser ignorada, odiada e humilhada pela sua familia inteira..eu parei de sair e de ir para a escola .. nao tenho vontade de me arrumar, de tomar banho e varias outras coisas.. fico no meu quarto o dia inteiro nao saio nem para ir ao banheiro e nem para comer.. ja nao aguento mais escutar q isso e drama e preguica.. eu so queria acabar com tudo isso  e a melhor solucao q eu encontrei foi o suicidio. agora mesmo estou arrumando uma corda para me enforcar ..cara, eu so queria um abraco e escutar um fica calma, eu estou aqui com vc e eu vou te ajudar.";"s"
"eu tenho depressao e me senti ainda mais inutil ao ouvir que me coloco nesse estado depressivo por querer chamar a atencao ou por nao querer assumir minhas responsabilidades. o meu unico desejo nesse momento e deixar de ser um peso para aqueles que me cercam (e nao dar mais trabalho do que ja dou) e conseguir entregar no meu trabalho aquilo que eu ja consegui fazer um dia.   enfim, espero que o video continue fazendo bem as pessoas (como comprovado nos comentarios) e que esse trecho que me afetou de forma negativa seja transparente a estas pessoas.";"s"
"estava pensando esses dias que ninguem e feliz por completo..a maioria das familias sao conturbadas,a vida e dificil ,tudo e dificil..alem dos nossos problemas tem os problemas das pessoas em volta.. um mundo em crise,desastres naturais,doencas ..vai minando a esperanca da pessoa de um futuro melhor. olha o brad pitt e a angelina,,modelo de casal..e nem eles eram felizes..esses artistas tem tudo e tem que usar drogas e mesmo assim nao alcancam a felicidade e se sentem vazios..muitos se matam..  a vida na terra nunca foi boa,,vamos combinar.. e dificil sobreviver,e dificil conquistr as coisas,lidar com adversidades..";"n"
"jim carrey tem tudo pra ser o proximo famoso a se suicidar. ele ja tem tendencia de depressao bem antes e n foi tratado devidamente. por isso o cara e ativista por isso tenta se esconder atras de um cara bem simpatico. separacao atras de separacao acaba com o cara. e nessa hora que deus entra, e nessa hora que a necessidade de um equilibrio familiar pesa, e uma pena. atualmente algo que pode ajuda-lo momentaneamente e o sucesso retornando, mas apenas momentaneamente. isso n e um proposito pra se firmar, mas e algo.";"n"
"me lembro de uma frase meio que assim ''pessoas palhacas sao as mais tristes, pois nao tem ninguem a quem procurar nas horas tristes, pois elas que sao as que fazem a graca''. me lembro na escola, no primeiro dia de aula, eu me fazendo de idiota, e um garoto estava fazendo o mesmo,  e so com um olhar a gente se entendeu, e como estar fazendo teatro e conversar com a pessoa por tras das cortinas";"n"
"eu acho que tenho depressao pois tenho todos os sintomas a quase 6 anos tenho sintomas de depressao profunda des dos 8 pra 9 anos, mas nunca fui a mais de uma sessao no psicologo e me recusei a ir no terapeuta e mesmo que meus dindos  (que basicamente me criaram) saibam disso meus pais nn sabem (ou sabem e nn falam sobre) minha mae faz piadas do tipo: - ta com depressao guria,emburada desse jeito (obs: sou gaucha ) e eu dou uma risada falsa e saio pra tentar nn chorar desculpem se falei demais ou desabafei e mais facil pra mim falar com completos estranhos do que com psicologos e familiares";"s"
"serio, eu nao tenho porque viver. meus pais me odeia, minhas irmas me quer morta, eu cansei, eu ja tentei umas 54 vezes me matar, e eu tenho psicologos, psiquiatras mas nada me cura, eu abandonei minha alma na escuridao. porque eu cansei de viver, eu so to aqui, porque eu to dando um tempo para minha vida melhorar mas se nao melhorar. eu vou me matar de vez. porque eu cansei de tudo e todos. eu me cansei de mim mesma";"s"
"me admira mto vcs a esta altura do campeonato estariam ai chateadissimos com jojo ..... cara, esse povo todo se antecipou enaltecendo ela por conta dos videos dela terem viralizado no face e depois ter ido pra tv ... mas ja nessa epoca ela ja dava mto close errado ... enfamou ... cheia de gente em volta pra aconselhar a mulher ... e ela segue so nos closes errados. do tipo ir no encontro da fatima b. e bostejar que tem mulher que se coloca na posicao de apanhar, q depende mto da atitude da mulher q ela nunca permitiria isso e blablabla .. como se a mulher tivesse culpa das porradas q leva .... cara, eu acho que so nao ouvi mais close errado dela pq o povo finalmente parou de colocar holofote nela .. esperamos q nao seja por conta de fama fogo de palha e sim pq se deram conta que nao basta ter uma imagem de autoempoderamento e falar tanta bobagem. e pra finalizar: - menos ne guris, menos ... dizer que foi uma pisadinha de bola de calor do momento, vindo de vcs, e o fim ... por favor, quer dizer que se  no calor do momento um branco xinga um negro de macaco, tem que relevar o calor do momento, se deixou de levar pela emocao ? por favor ne .... no calor do momento as pessoas podem dar pisada de bola, mas no calor do momento muita gente se revela de verdade, isso sim. entao vamos parar de defender quem nao e defensavel .. se no futuro ela se transformar, ok ... mas esse foi so mais um close bosta dela.";"n"
"o preconceito que envolve a depressao e horrivel. sou casada, tenho 21 anos, estou com meu marido ha tres anos. conheci meu marido enquanto ele estava em uma crise depressiva bem foda. tres anos depois, ele vai muito bem :). sou funcionaria publica e ele e vestibulando, nao trabalha, eu nao me importo com isso, me preocupo mais com o estado emocional dele pois sei como essa doenca e traicoeira. mas sempre que alguem me pergunta o que ele faz e digo que ele e estudante, chamam ele de folgado, vagabundo,sem o menor conhecimento sobre a nossa situacao ou sobre o que aconteceu com ele. quando explico sobre a depressao, os julgamentos sobre ele so pioram. queria que as pessoas pudessem entender melhor, respeitar e nao julgar como um vagabundo fingindo doenca, como um folhado se aproveitando de mim. a depressao e muito pior que isso.";"s"
